clip_id,track_id,path,label,split,start_sec,duration_sec
hiphop__hiphop.00029__seg01,hiphop/hiphop.00029,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00029__seg01.wav,hiphop,train,5.00,5.00
hiphop__hiphop.00029__seg02,hiphop/hiphop.00029,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00029__seg02.wav,hiphop,train,10.00,5.00
hiphop__hiphop.00029__seg03,hiphop/hiphop.00029,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00029__seg03.wav,hiphop,train,15.00,5.00
hiphop__hiphop.00029__seg04,hiphop/hiphop.00029,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00029__seg04.wav,hiphop,train,20.00,5.00
hiphop__hiphop.00029__seg05,hiphop/hiphop.00029,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00029__seg05.wav,hiphop,train,25.00,5.00
hiphop__hiphop.00029__seg06,hiphop/hiphop.00029,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00029__seg06.wav,hiphop,train,30.00,5.00
country__country.00094__seg00,country/country.00094,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00094__seg00.wav,country,train,0.00,5.00
country__country.00094__seg01,country/country.00094,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00094__seg01.wav,country,train,5.00,5.00
country__country.00094__seg02,country/country.00094,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00094__seg02.wav,country,train,10.00,5.00
country__country.00094__seg03,country/country.00094,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00094__seg03.wav,country,train,15.00,5.00
country__country.00094__seg04,country/country.00094,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00094__seg04.wav,country,train,20.00,5.00
country__country.00094__seg05,country/country.00094,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00094__seg05.wav,country,train,25.00,5.00
country__country.00094__seg06,country/country.00094,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00094__seg06.wav,country,train,30.00,5.00
country__country.00006__seg00,country/country.00006,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00006__seg00.wav,country,train,0.00,5.00
country__country.00006__seg01,country/country.00006,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00006__seg01.wav,country,train,5.00,5.00
country__country.00006__seg02,country/country.00006,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00006__seg02.wav,country,train,10.00,5.00
country__country.00006__seg03,country/country.00006,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00006__seg03.wav,country,train,15.00,5.00
country__country.00006__seg04,country/country.00006,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00006__seg04.wav,country,train,20.00,5.00
country__country.00006__seg05,country/country.00006,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00006__seg05.wav,country,train,25.00,5.00
country__country.00006__seg06,country/country.00006,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00006__seg06.wav,country,train,30.00,5.00
metal__metal.00095__seg00,metal/metal.00095,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00095__seg00.wav,metal,train,0.00,5.00
metal__metal.00095__seg01,metal/metal.00095,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00095__seg01.wav,metal,train,5.00,5.00
metal__metal.00095__seg02,metal/metal.00095,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00095__seg02.wav,metal,train,10.00,5.00
metal__metal.00095__seg03,metal/metal.00095,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00095__seg03.wav,metal,train,15.00,5.00
metal__metal.00095__seg04,metal/metal.00095,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00095__seg04.wav,metal,train,20.00,5.00
metal__metal.00095__seg05,metal/metal.00095,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00095__seg05.wav,metal,train,25.00,5.00
metal__metal.00095__seg06,metal/metal.00095,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00095__seg06.wav,metal,train,30.00,5.00
pop__pop.00004__seg00,pop/pop.00004,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00004__seg00.wav,pop,train,0.00,5.00
pop__pop.00004__seg01,pop/pop.00004,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00004__seg01.wav,pop,train,5.00,5.00
pop__pop.00004__seg02,pop/pop.00004,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00004__seg02.wav,pop,train,10.00,5.00
pop__pop.00004__seg03,pop/pop.00004,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00004__seg03.wav,pop,train,15.00,5.00
pop__pop.00004__seg04,pop/pop.00004,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00004__seg04.wav,pop,train,20.00,5.00
pop__pop.00004__seg05,pop/pop.00004,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00004__seg05.wav,pop,train,25.00,5.00
pop__pop.00004__seg06,pop/pop.00004,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00004__seg06.wav,pop,train,30.00,5.00
country__country.00041__seg00,country/country.00041,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00041__seg00.wav,country,train,0.00,5.00
country__country.00041__seg01,country/country.00041,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00041__seg01.wav,country,train,5.00,5.00
country__country.00041__seg02,country/country.00041,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00041__seg02.wav,country,train,10.00,5.00
country__country.00041__seg03,country/country.00041,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00041__seg03.wav,country,train,15.00,5.00
country__country.00041__seg04,country/country.00041,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00041__seg04.wav,country,train,20.00,5.00
country__country.00041__seg05,country/country.00041,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00041__seg05.wav,country,train,25.00,5.00
country__country.00041__seg06,country/country.00041,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00041__seg06.wav,country,train,30.00,5.00
reggae__reggae.00016__seg00,reggae/reggae.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00016__seg00.wav,reggae,train,0.00,5.00
reggae__reggae.00016__seg01,reggae/reggae.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00016__seg01.wav,reggae,train,5.00,5.00
reggae__reggae.00016__seg02,reggae/reggae.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00016__seg02.wav,reggae,train,10.00,5.00
reggae__reggae.00016__seg03,reggae/reggae.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00016__seg03.wav,reggae,train,15.00,5.00
reggae__reggae.00016__seg04,reggae/reggae.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00016__seg04.wav,reggae,train,20.00,5.00
reggae__reggae.00016__seg05,reggae/reggae.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00016__seg05.wav,reggae,train,25.00,5.00
reggae__reggae.00016__seg06,reggae/reggae.00016,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00016__seg06.wav,reggae,train,30.00,5.00
classical__classical.00045__seg00,classical/classical.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00045__seg00.wav,classical,train,0.00,5.00
classical__classical.00045__seg01,classical/classical.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00045__seg01.wav,classical,train,5.00,5.00
classical__classical.00045__seg02,classical/classical.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00045__seg02.wav,classical,train,10.00,5.00
classical__classical.00045__seg03,classical/classical.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00045__seg03.wav,classical,train,15.00,5.00
classical__classical.00045__seg04,classical/classical.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00045__seg04.wav,classical,train,20.00,5.00
classical__classical.00045__seg05,classical/classical.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00045__seg05.wav,classical,train,25.00,5.00
classical__classical.00045__seg06,classical/classical.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/classical/classical__classical.00045__seg06.wav,classical,train,30.00,5.00
pop__pop.00028__seg00,pop/pop.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00028__seg00.wav,pop,train,0.00,5.00
pop__pop.00028__seg01,pop/pop.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00028__seg01.wav,pop,train,5.00,5.00
pop__pop.00028__seg02,pop/pop.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00028__seg02.wav,pop,train,10.00,5.00
pop__pop.00028__seg03,pop/pop.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00028__seg03.wav,pop,train,15.00,5.00
pop__pop.00028__seg04,pop/pop.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00028__seg04.wav,pop,train,20.00,5.00
pop__pop.00028__seg05,pop/pop.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00028__seg05.wav,pop,train,25.00,5.00
pop__pop.00028__seg06,pop/pop.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/pop/pop__pop.00028__seg06.wav,pop,train,30.00,5.00
rock__rock.00069__seg00,rock/rock.00069,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00069__seg00.wav,rock,train,0.00,5.00
rock__rock.00069__seg01,rock/rock.00069,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00069__seg01.wav,rock,train,5.00,5.00
rock__rock.00069__seg02,rock/rock.00069,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00069__seg02.wav,rock,train,10.00,5.00
rock__rock.00069__seg03,rock/rock.00069,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00069__seg03.wav,rock,train,15.00,5.00
rock__rock.00069__seg04,rock/rock.00069,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00069__seg04.wav,rock,train,20.00,5.00
rock__rock.00069__seg05,rock/rock.00069,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00069__seg05.wav,rock,train,25.00,5.00
rock__rock.00069__seg06,rock/rock.00069,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00069__seg06.wav,rock,train,30.00,5.00
country__country.00032__seg00,country/country.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00032__seg00.wav,country,train,0.00,5.00
country__country.00032__seg01,country/country.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00032__seg01.wav,country,train,5.00,5.00
country__country.00032__seg02,country/country.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00032__seg02.wav,country,train,10.00,5.00
country__country.00032__seg03,country/country.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00032__seg03.wav,country,train,15.00,5.00
country__country.00032__seg04,country/country.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00032__seg04.wav,country,train,20.00,5.00
country__country.00032__seg05,country/country.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00032__seg05.wav,country,train,25.00,5.00
country__country.00032__seg06,country/country.00032,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00032__seg06.wav,country,train,30.00,5.00
disco__disco.00045__seg00,disco/disco.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00045__seg00.wav,disco,train,0.00,5.00
disco__disco.00045__seg01,disco/disco.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00045__seg01.wav,disco,train,5.00,5.00
disco__disco.00045__seg02,disco/disco.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00045__seg02.wav,disco,train,10.00,5.00
disco__disco.00045__seg03,disco/disco.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00045__seg03.wav,disco,train,15.00,5.00
disco__disco.00045__seg04,disco/disco.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00045__seg04.wav,disco,train,20.00,5.00
disco__disco.00045__seg05,disco/disco.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00045__seg05.wav,disco,train,25.00,5.00
disco__disco.00045__seg06,disco/disco.00045,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00045__seg06.wav,disco,train,30.00,5.00
jazz__jazz.00051__seg00,jazz/jazz.00051,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00051__seg00.wav,jazz,train,0.00,5.00
jazz__jazz.00051__seg01,jazz/jazz.00051,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00051__seg01.wav,jazz,train,5.00,5.00
jazz__jazz.00051__seg02,jazz/jazz.00051,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00051__seg02.wav,jazz,train,10.00,5.00
jazz__jazz.00051__seg03,jazz/jazz.00051,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00051__seg03.wav,jazz,train,15.00,5.00
jazz__jazz.00051__seg04,jazz/jazz.00051,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00051__seg04.wav,jazz,train,20.00,5.00
jazz__jazz.00051__seg05,jazz/jazz.00051,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00051__seg05.wav,jazz,train,25.00,5.00
jazz__jazz.00051__seg06,jazz/jazz.00051,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/jazz/jazz__jazz.00051__seg06.wav,jazz,train,30.00,5.00
blues__blues.00028__seg00,blues/blues.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00028__seg00.wav,blues,train,0.00,5.00
blues__blues.00028__seg01,blues/blues.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00028__seg01.wav,blues,train,5.00,5.00
blues__blues.00028__seg02,blues/blues.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00028__seg02.wav,blues,train,10.00,5.00
blues__blues.00028__seg03,blues/blues.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00028__seg03.wav,blues,train,15.00,5.00
blues__blues.00028__seg04,blues/blues.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00028__seg04.wav,blues,train,20.00,5.00
blues__blues.00028__seg05,blues/blues.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00028__seg05.wav,blues,train,25.00,5.00
blues__blues.00028__seg06,blues/blues.00028,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/blues/blues__blues.00028__seg06.wav,blues,train,30.00,5.00
hiphop__hiphop.00020__seg00,hiphop/hiphop.00020,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00020__seg00.wav,hiphop,train,0.00,5.00
hiphop__hiphop.00020__seg01,hiphop/hiphop.00020,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00020__seg01.wav,hiphop,train,5.00,5.00
hiphop__hiphop.00020__seg02,hiphop/hiphop.00020,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00020__seg02.wav,hiphop,train,10.00,5.00
hiphop__hiphop.00020__seg03,hiphop/hiphop.00020,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00020__seg03.wav,hiphop,train,15.00,5.00
hiphop__hiphop.00020__seg04,hiphop/hiphop.00020,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00020__seg04.wav,hiphop,train,20.00,5.00
hiphop__hiphop.00020__seg05,hiphop/hiphop.00020,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00020__seg05.wav,hiphop,train,25.00,5.00
hiphop__hiphop.00020__seg06,hiphop/hiphop.00020,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00020__seg06.wav,hiphop,train,30.00,5.00
disco__disco.00012__seg00,disco/disco.00012,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00012__seg00.wav,disco,train,0.00,5.00
disco__disco.00012__seg01,disco/disco.00012,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00012__seg01.wav,disco,train,5.00,5.00
disco__disco.00012__seg02,disco/disco.00012,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00012__seg02.wav,disco,train,10.00,5.00
disco__disco.00012__seg03,disco/disco.00012,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00012__seg03.wav,disco,train,15.00,5.00
disco__disco.00012__seg04,disco/disco.00012,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00012__seg04.wav,disco,train,20.00,5.00
disco__disco.00012__seg05,disco/disco.00012,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00012__seg05.wav,disco,train,25.00,5.00
disco__disco.00012__seg06,disco/disco.00012,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/disco/disco__disco.00012__seg06.wav,disco,train,30.00,5.00
reggae__reggae.00079__seg00,reggae/reggae.00079,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00079__seg00.wav,reggae,train,0.00,5.00
reggae__reggae.00079__seg01,reggae/reggae.00079,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00079__seg01.wav,reggae,train,5.00,5.00
reggae__reggae.00079__seg02,reggae/reggae.00079,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00079__seg02.wav,reggae,train,10.00,5.00
reggae__reggae.00079__seg03,reggae/reggae.00079,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00079__seg03.wav,reggae,train,15.00,5.00
reggae__reggae.00079__seg04,reggae/reggae.00079,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00079__seg04.wav,reggae,train,20.00,5.00
reggae__reggae.00079__seg05,reggae/reggae.00079,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00079__seg05.wav,reggae,train,25.00,5.00
reggae__reggae.00079__seg06,reggae/reggae.00079,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/reggae/reggae__reggae.00079__seg06.wav,reggae,train,30.00,5.00
metal__metal.00093__seg00,metal/metal.00093,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00093__seg00.wav,metal,train,0.00,5.00
metal__metal.00093__seg01,metal/metal.00093,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00093__seg01.wav,metal,train,5.00,5.00
metal__metal.00093__seg02,metal/metal.00093,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00093__seg02.wav,metal,train,10.00,5.00
metal__metal.00093__seg03,metal/metal.00093,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00093__seg03.wav,metal,train,15.00,5.00
metal__metal.00093__seg04,metal/metal.00093,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00093__seg04.wav,metal,train,20.00,5.00
metal__metal.00093__seg05,metal/metal.00093,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00093__seg05.wav,metal,train,25.00,5.00
metal__metal.00093__seg06,metal/metal.00093,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/metal/metal__metal.00093__seg06.wav,metal,train,30.00,5.00
hiphop__hiphop.00024__seg00,hiphop/hiphop.00024,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00024__seg00.wav,hiphop,train,0.00,5.00
hiphop__hiphop.00024__seg01,hiphop/hiphop.00024,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00024__seg01.wav,hiphop,train,5.00,5.00
hiphop__hiphop.00024__seg02,hiphop/hiphop.00024,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00024__seg02.wav,hiphop,train,10.00,5.00
hiphop__hiphop.00024__seg03,hiphop/hiphop.00024,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00024__seg03.wav,hiphop,train,15.00,5.00
hiphop__hiphop.00024__seg04,hiphop/hiphop.00024,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00024__seg04.wav,hiphop,train,20.00,5.00
hiphop__hiphop.00024__seg05,hiphop/hiphop.00024,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00024__seg05.wav,hiphop,train,25.00,5.00
hiphop__hiphop.00024__seg06,hiphop/hiphop.00024,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/hiphop/hiphop__hiphop.00024__seg06.wav,hiphop,train,30.00,5.00
country__country.00076__seg00,country/country.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00076__seg00.wav,country,train,0.00,5.00
country__country.00076__seg01,country/country.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00076__seg01.wav,country,train,5.00,5.00
country__country.00076__seg02,country/country.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00076__seg02.wav,country,train,10.00,5.00
country__country.00076__seg03,country/country.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00076__seg03.wav,country,train,15.00,5.00
country__country.00076__seg04,country/country.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00076__seg04.wav,country,train,20.00,5.00
country__country.00076__seg05,country/country.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00076__seg05.wav,country,train,25.00,5.00
country__country.00076__seg06,country/country.00076,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00076__seg06.wav,country,train,30.00,5.00
rock__rock.00061__seg00,rock/rock.00061,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00061__seg00.wav,rock,train,0.00,5.00
rock__rock.00061__seg01,rock/rock.00061,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00061__seg01.wav,rock,train,5.00,5.00
rock__rock.00061__seg02,rock/rock.00061,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00061__seg02.wav,rock,train,10.00,5.00
rock__rock.00061__seg03,rock/rock.00061,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00061__seg03.wav,rock,train,15.00,5.00
rock__rock.00061__seg04,rock/rock.00061,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00061__seg04.wav,rock,train,20.00,5.00
rock__rock.00061__seg05,rock/rock.00061,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00061__seg05.wav,rock,train,25.00,5.00
rock__rock.00061__seg06,rock/rock.00061,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/rock/rock__rock.00061__seg06.wav,rock,train,30.00,5.00
country__country.00042__seg00,country/country.00042,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00042__seg00.wav,country,train,0.00,5.00
country__country.00042__seg01,country/country.00042,/Users/samuelturner/Documents/mert-music-retrieval/data/interim/gtzan_5s/train/country/country__country.00042__seg01.wav,country,train,5.00,5.00
